id,stix_id,name,description,url,created,last_modified,domain,version,tactics,detection,data sources,is_sub-technique,sub-technique of,defenses_bypassed,contributors,permissions_required,supports_remote,system_requirements,impact_type,effective_permissions,relationship_citations
FT037.003,,Account Manipulation: Additional Linked Account,"In the context of Stripe, an account manipulation tactic known as ""Additional Linked Account"" involves unauthorized actors adding new bank accounts or payment methods to an existing Stripe account. This action serves as a method of command and control, wherein the attackers exert influence over the financial transactions and fund flows within the compromised account.

Execution: 

After gaining initial unauthorized access to a Stripe account, perhaps through compromised credentials or social engineering, attackers add new, externally controlled bank accounts or payment methods. These newly linked accounts are set up to receive fraudulent payouts or redirect legitimate transaction revenues. The manipulation often goes undetected by the legitimate account holders initially because it doesn't require changing existing payout setups; it merely adds to them.

Examples:

Altering the settings of a compromised merchant Stripe account to link an additional bank account owned by the fraudster, thereby diverting future payouts.
Fraudulently adding a debit card under the attacker's control to victim's Stripe account, allowing instant payouts and fast extraction of funds.
Setting up an additional withdrawal method on a Stripe account after gaining access, which can be activated by the attacker at a time of their choosing.


Goals: The goals behind adding an additional linked account to a compromised Stripe account include:

Establishing a method of funneling funds from sales or other financial transactions to an account that the attacker controls.
Maintaining a stealthy form of access that enables ongoing exfiltration of funds without necessarily highlighting any immediate suspicious activity that might alert the account owner.
Creating redundancies in payout methods, ensuring that even if one illegitimate channel is closed, others still exist to continue financial exploitation.",,1/30/24,1/30/24,ft3,V.1,Command and Control,"Regularly auditing linked accounts and payout methods on Stripe for any unauthorized changes or additions.

Utilizing transaction monitoring and anomaly detection systems to spot unusual patterns in fund transfers or account modifications indicative of manipulation.

Implementing policies that require multi-factor authentication and secondary verification before linking new accounts or changing payout arrangements.

Educating all individuals with Stripe account access on the importance of monitoring account activity and recognizing signs of unauthorized changes.

Use by Fraud Detection and Analysis Teams: 

Fraud detection and analysis teams play a crucial role in identifying unauthorized attempts to link new accounts to existing Stripe accounts. Monitoring for early signs of compromise and changes in payout activity is essential, as is rapid response to any suspicious activity. Upon uncovering an additional linked account that is unauthorized, the team should take immediate steps to secure the account, such as disabling the new link and investigating the scope of the breach. Post-incident, an assessment is needed to improve security measures and prevent future account manipulations. Additionally, communication with financial institutions linked to the unauthorized accounts could help trace the funds and perpetrators.",,TRUE,FT037,,,,,,,,
FT038,,Data Exfiltration,"Data exfiltration in the context of Stripe accounts constitutes the unauthorized retrieval, transfer, and use of sensitive data from Stripe's systems. This data could include customer payment details, transaction histories, invoices, reporting information, and any other proprietary business intelligence held within the Stripe platform. The exfiltrated data is often crucial to business operations and its unauthorized access poses significant privacy, financial, and reputational risks.

Execution: 

Malicious actors gain access to Stripe accounts through methods like phishing, credential stuffing, or exploiting software vulnerabilities. Once inside the account, they can use the dashboard's reporting and analytics features, API access, or even direct database connections to extract vast amounts of data stealthily. Such actions may be aimed at obtaining information for financial gain, competitive advantage, espionage, or ransom.

Examples:

An attacker with compromised Stripe credentials downloads transaction and payout reports over several months to construct a profile of the company’s financial activity.
Utilizing Stripe's API keys—either discovered within insecure repository files or obtained through account compromise—to pull customer data sets programmatically.
A malicious insider uses their legitimate access to Stripe's analytics tools to export bulk data, sidestepping typical controls and exfiltrating the information to an external location.

Goals: The goals for attackers engaging in data exfiltration from Stripe may include:

Stealing sensitive financial and customer data for resale on the dark web or use in further financial crimes such as fraud or identity theft.
Gaining unauthorized access to a company's competitive data, like sales figures or customer base intelligence, that could be advantageous to competitors or stock market manipulators.
Accessing enough data from a business to demand a ransom in exchange for not releasing or misusing the information.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Monitoring all Stripe account activities for atypical data access, retrieval patterns, or exports that could indicate exfiltration attempts.
Enforcing stringent role-based access control (RBAC) policies that delineate who within an organization can view, access, or export sensitive data.

Implementing security measures like multi-factor authentication (MFA) and stringent Stripe API key management practices to reduce the risk of unauthorized access.

Regularly auditing the Stripe account for signs of intrusion and ensuring all users are trained to recognize the signs of potential data breaches.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams need to be equipped with tools capable of identifying unauthorized data flows in and out of Stripe accounts. Automated alerts should be in place for any irregular data export activities, and machine learning algorithms can help identify subtle, suspicious patterns. When unauthorized data exfiltration is detected, immediate investigation and response are crucial to prevent continued data loss and address security vulnerabilities. Post-incident, conducting a thorough analysis to understand the attack vector is essential for fortifying defenses against similar threats in the future. Sharing threat intelligence regarding exfiltration techniques can also bolster the broader financial industry's resilience against such attacks.",,FALSE,,,,,,,,,
FT038.001,,Data Exfiltration: Revenue,"Data exfiltration relating to revenue in the context of Stripe involves illegitimate access and extraction of detailed revenue information from a Stripe account. This can include transaction histories, sales data, customer billing details, and other financial statistics that are crucial for business operations. Unauthorized parties might seek this data for purposes such as competitive intelligence, financial fraud, or direct theft.

Execution: 

Attackers may gain unauthorized access to an organization's Stripe account through various methods like phishing, exploiting software vulnerabilities, or leveraging compromised employee credentials. Once inside the account, they can access financial reports or use Stripe's reporting features and APIs to extract detailed revenue data. The exfiltrated information could be used to undermine the business, facilitate financial crimes, or be sold for profit.

Examples:

A cybercriminal manages to breach a merchant's Stripe account and downloads several months' worth of sales and revenue reports, extracting uploaded detailed records of customer transactions.
An attacker employs automated scripts to query the Stripe API from a compromised account to gather bulk financial data tied to revenue, which is then siphoned off to an external server.
A malicious insider with access to Stripe analytics tools covertly exports critical revenue data for use in a competitive business venture or for selling to a competitor.

Goals: The primary goals behind the exfiltration of revenue data from Stripe accounts include:

Acquiring financial insights into a company's performance for competitive advantage or market manipulation.
Gaining access to large datasets of customer transaction history for targeted financial fraud or identity theft.
Potentially disrupting the target business by exposing sensitive revenue information or by using stolen data to aid in investment fraud or insider trading.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Applying strict access controls to financial data within Stripe, with rigorous permission levels and role definitions.

Monitoring for unusual activities within the Stripe dashboard, such as unexpected data exports or abnormal API usage tied to revenue data.

Implementing alert systems to notify account and financial managers of data retrieval actions, especially large or irregular data exports.

Training employees in cybersecurity best practices and recognizing phishing and other fraud tactics aimed at accessing financial platforms.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams responsible for monitoring Stripe accounts should employ a surveillance strategy that includes looking for signs of data extraction activities related to revenue. This might involve setting up automated detection systems to identify unusual patterns of access to revenue reports and dashboard features. Upon detecting anomalous behavior, swift action is needed to investigate the potential exfiltration attempt, contain the incident, and secure the account to prevent future data losses. Following an incident, further analysis should be conducted to enhance security measures and prevent similar attacks, incorporating this intelligence into overall fraud prevention strategies.

",,TRUE,FT038,,,,,,,,
FT038.002,,Data Exfiltration: Payout,"In the context of Stripe, 'Data Exfiltration: Payout' refers to the unauthorized extraction of financial data linked to payout transactions and schedules. This could involve cybercriminals gaining access to a business's Stripe account and exporting sensitive information associated with payout transactions—such as beneficiary details, bank account information, transaction amounts, and timing—without permission from the account holder or for purposes not authorized by them.

Execution: 

The execution of this data exfiltration technique might involve an attacker who has compromised an employee's Stripe login credentials or has otherwise gained unauthorized account access through phishing, social engineering, or exploiting security flaws. Once inside the Stripe dashboard, they can access detailed reports or use Stripe's data analytics features to gather and export data related to business payouts.

Examples:

Using a compromised Stripe account to export recent payout reports that contain sensitive business financial details, such as bank account numbers and transaction amounts.
Manipulating the Stripe API from a compromised account to retrieve and exfiltrate high volumes of payout data, potentially for use in fraudulent activities.
Setting up fake payout schedules that 'exfiltrate' funds to accounts controlled by the attacker, while simultaneously collecting data on legitimate payout flows for further financial fraud schemes.

Goals: The principal objectives behind 'Data Exfiltration: Payout' include:

Stealing financial data that could be used to orchestrate direct financial theft from business accounts.
Collecting corporate financial information that could facilitate more extensive fraud schemes, like business email compromise (BEC) or payment diversion fraud.
Obtaining payout data as part of a corporate espionage strategy to gain competitive insights or for blackmail and extortion.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Implementing strong access controls and multi-factor authentication to minimize the risk of unauthorized access to Stripe accounts.

Regularly auditing and monitoring for unusual access patterns or data export activities within Stripe, such as unexpected report downloads or API calls related to payouts.

Restricting the ability to export sensitive payout-related data through user role management within Stripe's interface.

Training employees to recognize the signs of account compromise and to report suspected incidents immediately.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams bearing the responsibility for safeguarding Stripe accounts must maintain vigilant monitoring of account activity, focusing on payouts and associated data movements. Advanced data analysis tools can be employed to detect anomalies such as abnormal export patterns or the setup of unusual payout schedules. When indicators of exfiltration activities are found, swift investigative and remedial actions, including temporary freezes on payouts and revoking suspicious API tokens, are essential. Post-detection, an assessment of the breach and the implementation of additional security measures can help mitigate the risk of future incidents while ensuring the protection of sensitive financial information.",,TRUE,FT038,,,,,,,,
FT038.003,,Data Exfiltration: Billing Analytics,"Billing analytics within the Stripe Dashboard gives users insights into their billing and subscription metrics, financial reporting, and customer payment patterns. Data exfiltration in this context refers to the unauthorized extraction of this financial and customer billing information by malicious actors who seek to exploit the rich data provided by billing analytics for purposes such as competitive intelligence gathering, selling sensitive data, or furthering financial fraud.

Execution: 

An attacker with access to a legitimate Stripe account, whether through compromise or by taking advantage of improper access controls, could export detailed billing reports and analytics data. These reports could include sensitive customer billing information, revenue metrics, subscription churn rates, and other data valuable for financial analysis. Once exported, the attacker can use this data beyond the intended scope, such as for personal gain or to inflict damage on the business.

Examples:

A cybercriminal, after gaining unauthorized Stripe Dashboard access, exports billing analytics data to understand company revenues, customer lifetime value, or subscription success rates.
By accessing and exfiltrating billing analytics, an attacker gathers a list of high-value customers' billing details, which they use to conduct targeted phishing attacks.
A malicious insider downloads and leaks a comprehensive business revenue report obtained from the billing analytics to undercut market competition or manipulate stock prices.

Goals: The goals of data exfiltration through the billing analytics aspect of a Stripe account can include:

Obtaining valuable business financial information that can be used for insider trading or sold to competitors for business intelligence purposes.
Gathering detailed customer payment information to facilitate identity theft, financial fraud, or unauthorized sales and marketing efforts.
Disrupting the business by exposing sensitive financial data, possibly leading to a loss of customer trust or other reputational damage.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Monitoring and alerting on atypical access to billing analytics data and unusual export activity within the Stripe Dashboard.

Enforcing role-based access controls (RBAC) to ensure that only authorized users within the organization have permission to access and export billing analytics data.

Regular auditing of user actions in the dashboard, especially concerning the generation and downloading of reports or data sets.

Employing encryption for stored data and secure transmission channels to protect data during and after export.

Training staff on the sensitive nature of financial data and the risks associated with improper access or handling.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should be alert to abnormalities in the access or export of billing analytics data, which could signal unauthorized exfiltration. Use of behavior analytics to spot sudden changes in data access patterns or exporting outside of business hours can be indicative of malicious activity. Immediate investigation and response actions should follow any anomaly detections, including analyzing access logs, conducting user interviews, and potentially resetting credentials if a compromise is detected. Following an incident, a deeper security review is necessary to solidify defenses and prevent similar exfiltration in the future, and it may involve modifying internal policies, enhancing security training, and improving technical safeguards.",,TRUE,FT038,,,,,,,,
FT038.004,,Data Exfiltration: Sigma Reports,"Sigma reports in the Stripe dashboard are a powerful tool that users can utilize to query and analyze their Stripe data. Data exfiltration involving Sigma reports refers to the unauthorized extraction of sensitive information from the Stripe dashboard by exploiting this reporting functionality. An attacker with access to a user's Stripe account may create and execute custom Sigma queries to gather and stealthily export large volumes of transactional data, customer personal details, or financial reports.

Execution: 

To carry out this type of exfiltration, a malicious actor either compromises existing Stripe account credentials or fraudulently gains access by exploiting other vulnerabilities such as phishing, social engineering, or weak authentication practices. Once inside the dashboard, they leverage the Sigma feature to run queries that pull out detailed financial data. This information is then exported, often in a common file format (.csv, .json, etc.), and transmitted to a destination outside the control of the legitimate account owners.

Examples:

An attacker with unauthorized access to a Stripe account uses Sigma's SQL query editor to generate a comprehensive report that includes all transactions, refunds, and customer billing information, then downloads this file for malicious use.
A fraudster uses Sigma reports to retrieve a list of email addresses and payment details that could be used for targeted phishing campaigns or identity theft.
A malicious insider with access to Sigma intentionally exfiltrates competitive business insights like sales trends, popular products, or consumer behavior data to sell to competitors or use in starting a rival business.

Goals: The goals behind exfiltrating data using Sigma reports in Stripe accounts include:

Acquiring financial and personal data that can be used for financial fraud, such as credit card fraud or selling the information on the dark web.
Gaining insights into company operations, customer base, and finances for competitive advantage or malicious intent.
Using the aggregated data for additional targeted attacks against the business itself or its customers.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Implementing alerts within the Stripe dashboard to notify account owners of executed Sigma queries and file exports, particularly those that are large or outside normal business hours.

Limiting the access privileges to Sigma's functionality based on roles, ensuring only those with a direct need can generate and download reports.

Utilizing audit logs and analysis tools to monitor and review access patterns to sensitive financial reporting features within the Stripe dashboard.

Educating users about the secure use of Sigma reports and the proper handling of downloaded financial data.

Enabling two-factor authentication and requiring IP whitelisting for accessing detailed financial reports.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams must proactively monitor the use of Sigma reports within the Stripe dashboard, analyzing logs for abnormal query patterns, enumerating data access, and detecting unauthorized exports. Automated monitoring tools and anomaly detection algorithms should be in place to identify and alert on suspicious activities. Upon detecting unexpected data exfiltration, immediate revocation of access, analysis of the extent of the compromise, and taking legal actions where necessary are crucial. Post-incident, there should be a thorough investigation to identify the source of the breach, reinforce secure data handling practices, and ensure stricter access controls on the reporting tools.",,TRUE,FT038,,,,,,,,
FT039,,Data Transfer,"Data transfer refers to the movement of information between systems, which, in a legitimate context within online platforms like Stripe, is pivotal for business operations, analysis, and reporting. The primary technique of data transfer can be leveraged by threat actors to exfiltrate sensitive financial data, customer information, and transaction records for malicious purposes.

In Stripe, legitimate data transfer capabilities allow businesses to synchronize their Stripe data with external data warehouse services for centralized reporting and analytics. However, this same functionality can be abused when falling into the wrong hands.

Sub-Technique: Data Transfer: Data Pipeline

The Data Pipeline capability within Stripe enables automated and secure data transfers to data warehousing services like Snowflake or Amazon Redshift. If compromised, it can be misused to funnel vast amounts of Stripe's data outside the business environment.

Execution: 

To execute a data transfer, attackers might compromise Stripe account credentials to access the platform's data export and integration features. Once inside, they can direct the flow of data out of Stripe and into external storage services under their control or divert it to places where it can later be accessed and exploited.

Examples:

A cybercriminal breaches a Stripe account and uses the platform's data export functions to download and exfiltrate sensitive data for sale or to commit financial fraud.
An attacker manipulates the Stripe Data Pipeline settings to redirect the flow of Stripe data to an unauthorized external database.
Fraudsters exploit API keys to interact programmatically with Stripe, pulling out data streams containing financial or personal data.

Goals: The malicious goals behind exploiting data transfer in Stripe include:

Acquiring sensitive financial information for personal gain, to commit identity theft, or extortion.
Collecting data for competitive intelligence or corporate espionage activities.
Laundering proceeds from cybercrime activities by obscuring the visibility of financial transactions and records.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Utilizing anomaly detection systems to monitor and alert on unexpected data export or transfer activities within Stripe.

Implementing strict role-based access control (RBAC) and multi-factor authentication (MFA) for any data export or pipeline configuration changes.

Regularly auditing and reviewing logs of data transfer activities to ensure they correspond with legitimate business needs and authorized actions.

Establishing policies and trainings for employees that reinforce security best practices around data transfer operations within Stripe.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams are responsible for taking a proactive stance on monitoring Stripe account activities, with particular regard to any data transfer actions. When suspicious or unauthorized data transfers are detected, immediate measures may include shutting down the implicated data transfers, revoking compromised API keys, and conducting a thorough security audit. Continuous improvement of security practices should include both technical measures to protect against unauthorized access and business process reviews to control and oversee all data transfers within Stripe. In response to identified incidents, teams must also coordinate with affected stakeholders and potentially legal or law enforcement entities.",,FALSE,,,,,,,,,
FT039.001,,Data Transfer: Data Pipeline,"The ""Data Transfer: Data Pipeline"" technique involves the exfiltration or transfer of sensitive information from Stripe to third-party data warehousing services like Snowflake or Amazon Redshift using Stripe's Data Pipeline feature. While designed to help businesses centralize their financial data and enhance analytics, this feature could be misused by cybercriminals or malicious insiders to extract large datasets for unauthorized purposes.

Execution: 

An attacker with access to Stripe's Data Pipeline feature could set up or alter existing data transfers to redirect Stripe data to a data warehouse they control. Through the configuration settings, they may establish a pipeline that regularly sends updated Stripe data, including transactions, customer information, and financial reports, to an external storage service. This unauthorized transfer of data could potentially lead to sensitive business information falling into the hands of bad actors.

Examples:

A malicious insider or an attacker who has compromised an employee's Stripe account credentials alters the destination settings of an established Data Pipeline to funnel business financial data to a personal Snowflake or Amazon Redshift account for espionage or financial gain.
Cybercriminals could establish new Data Pipeline connections to divert all Stripe data to their data warehouse, where it could be analyzed and used for competitive intelligence, fraud, or sold on dark web markets.
An attacker might transfer Stripe data to a third party, obscuring the trail of business financial activities as part of a complex money laundering scheme.

Goals: Cybercriminals exploiting the Data Transfer: Data Pipeline capability within Stripe may aim to achieve the following goals:

Extract comprehensive financial datasets for use in unlawful activities, including fraud and identity theft.
Gather competitive business intelligence that could be used to gain a market advantage or for corporate espionage.
Develop sophisticated financial profiles of businesses and their customers for targeted scam operations.",,1/30/24,1/30/24,ft3,V.1,Collection & Exfiltration,"Implementing stringent access controls and monitoring who can configure the Data Pipeline features within Stripe.

Employing two-factor authentication and approval workflows for any configuration changes within Stripe, especially for features that handle the bulk transfer of data.

Regularly auditing the destination settings of any Data Pipelines to ensure that data is being sent to intended, authorized storage services.

Training employees on the secure use of data transfer tools and the importance of safeguarding financial data.

Use by Fraud Detection and Analysis Teams: 

Fraud detection and analysis teams should closely monitor Stripe Data Pipeline configurations and transfers. Automated tools should be used to detect unauthorized alterations or the establishment of new pipelines, trigger alerts on such events, and require validation from verified account holders. Rapid response strategies must be in place to shut down any unauthorized data transfers and to re-secure compromised accounts. Post-incident investigations will reveal how the data was transferred and guide subsequent security reinforcement to prevent recurrence. Sharing information with data warehouse providers can also help in tracing illegitimate data transfers and collaborating on broader preventive measures.

",,TRUE,FT038,,,,,,,,
FT040,,Carding Markets,"Carding markets are clandestine online forums or shops found on the dark web where cybercriminals trade and sell stolen credit card information. These stolen credit card details are later used to perform unauthorized transactions on payment platforms like Stripe. Fraudsters acquire these details to make illegal purchases, transfer funds, and engage in various forms of financial deception.

Execution: 

Once obtained from carding markets, the stolen credit card information is tested and used by fraudsters to set up or hijack existing Stripe accounts. They may then execute unauthorized transactions, buy goods or services, or even process fraudulent charges to launder money. These activities are often part of a larger operation that might include money laundering, funding for other illicit activities, or direct theft.

Examples:

A cybercriminal purchases a batch of stolen credit card numbers from a carding market and uses them to make unauthorized purchases on e-commerce sites that process payments via Stripe.
Fraudsters use stolen cards to donate to fake charity campaigns processed through Stripe, allowing them to cash out.
Testing stolen credit card validity by making small donations or purchases via Stripe-enabled platforms before moving on to larger fraudulent transactions.

Goals: The primary goals of participating in carding markets with the intent to use Stripe for fraud are:

To exploit stolen financial information for personal gain before the cards are canceled or flagged by financial institutions.
To launder digital funds through seemingly legitimate retail or service transactions on the Stripe platform.
To engage in high-volume theft quickly, given the short window before the stolen card details are detected and blocked.",,1/30/24,1/30/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing automatic fraud detection and behavioral analysis that identifies patterns consistent with carding, such as testing multiple cards in rapid succession.

Leveraging industry-wide shared data on compromised cards to preemptively block suspected stolen credentials on the Stripe platform.

Employing stringent verification measures for new merchants and unusual transactions that could indicate carding activity.

Educating merchants on how to recognize and respond to potential carding attempts.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should consistently monitor transaction data for signs indicative of carding activity. This includes flagging multiple failed payment attempts, a series of small test transactions, or sequencing payments that could suggest the use of stolen card details. Sophisticated machine learning models can be especially helpful in detecting subtle patterns and correlations indicative of fraud. When suspicious patterns are identified, teams need to take immediate action to investigate the source, block potentially compromised accounts, and collaborate with law enforcement to address broader issues associated with carding markets. As part of ongoing risk management, these teams should also ensure that merchants using the Stripe platform are aware of carding threats and have the necessary tools and knowledge to help detect and report suspicious activities.",,FALSE,,,,,,,,,
FT041,,Shell Companies,"The use of shell companies in relation to Stripe involves the creation of businesses in name only, without actual operations, to abuse the financial system. These entities are set up by fraudsters to appear legitimate, with the primary purpose of facilitating fake transactions on payment platforms like Stripe. Such activities can be used to deceive financial institutions, manipulate financial statements, or launder ill-gotten gains.

Execution: 

To execute this form of fraud, perpetrators first set up shell companies, often including forged or minimal business documents, and then register these entities with Stripe as merchants. The faux companies may start processing fabricated transactions to feign legitimate business activity. In money laundering schemes, they might use the shell company accounts on Stripe to process seemingly legitimate transactions, moving and layering the illicit funds to make them appear clean.

Examples:

Creating a network of shell companies that purport to offer digital products or services and using these Stripe accounts to issue and accept payments between each other to create a false trail of legitimate transactions.
Using fake supplier accounts to issue invoices and process payments for goods or services never rendered, thus funneling company profits into accounts controlled by the fraudsters.
Engaging in 'transaction laundering', where a shell company's Stripe account processes credit card transactions for another business that may be engaged in illegal or prohibited activities, making it look like a legitimate sale.

Goals: The goals behind the use of shell companies on Stripe include:

Laundering money by masking the transfer of funds as bona fide transactions processed through Stripe’s payment system.
Camouflaging fraudulent financial activities, such as siphoning funds from legitimate businesses or engaging in tax evasion schemes.
Generating fabricated revenue streams and financial records to inflate a company's valuation or manipulate its financial statements.",,1/30/24,1/30/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Implementing thorough Know Your Customer (KYC) and due diligence processes during the merchant account setup on Stripe to verify the legitimacy of the business and its representatives.

Utilizing advanced analytics and transaction monitoring systems to detect patterns indicative of shell company fraud, such as circular payments or one-sided transaction flows.

Collaborating with regulatory bodies and utilizing public business registries to ensure the authenticity of incorporated businesses.

Regularly checking customer and supplier lists for signs of newly established or otherwise suspicious companies.

Use by Fraud Detection and Analysis Teams: 
Stripe's fraud detection teams must scrutinize merchant onboardings and ongoing activities, looking for signs of shell company operations. Vigilance regarding unusual transaction volumes, patterns, or relationships between multiple accounts is crucial. On detecting suspicious behavior, teams should engage in immediate, detailed investigations, freeze questionable accounts, and work with legal authorities as necessary. Prevention efforts also involve sharing actionable intelligence with other financial institutions and partnering with them to develop industry-wide safeguards against similar fraudulent activities.",,FALSE,,,,,,,,,
FT042,,Account Manipulation,"Account manipulation is a broad cybercriminal technique that involves unauthorized modification of account settings, often aimed at financial gain or unauthorized access to resources. This overarching technique includes a variety of methods attackers use to exploit or alter account details, payment methods, or financial scheduling arrangements, typically within digital financial services or e-commerce platforms.

Execution: 

The execution of account manipulation can vary widely, based on the attackers' objectives and the type of account targeted. Generally, it involves using stolen credentials or exploiting system vulnerabilities to gain access to an account, then making unauthorized changes to the account's financial or administrative settings.

Goals: The goals behind Account Manipulation as a master technique broadly include:

Diverting or stealing funds from compromised accounts.
Establishing ongoing mechanisms for extracting monetary value from fraudulent activities.
Obscuring the trail of financial transactions to complicate tracking by law enforcement or fraud detection systems.
Exploiting financial services and features to facilitate broader fraud campaigns, like identity theft or financial account takeovers.",,1/30/24,1/30/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Employing automated fraud detection and monitoring systems to identify and alert on unauthorized account changes.

Strengthening account security controls, such as implementing multi-factor authentication (MFA) and rigorous verification procedures for modifications to account settings.

Regularly auditing account activities to swiftly detect and address any indicators of manipulation.

Educating account holders, particularly in financial contexts, about the importance of monitoring their accounts and the common signs of manipulation fraud.

Use by Fraud Detection and Analysis Teams:

 Fraud detection teams must closely monitor the myriad ways in which account manipulation could manifest, employing sophisticated detection systems for each sub-technique's specific patterns and indicators. Upon detecting potential manipulation, swift analysis and response are required to secure the account and prevent further exploitation. Adaptation and continual improvement of detection methods are vital for staying ahead of attackers' evolving strategies, as well as conducting thorough post-incident reviews to strengthen system defenses against future manipulations.",,FALSE,,,,,,,,,
FT042.001,,Account Manipulation: Additional Payment Methods,"Account manipulation involving the addition of new payment methods often refers to unauthorized activities whereby fraudulent actors or cybercriminals add new credit cards, bank accounts, or other financial instruments to a compromised account. This can occur across various platforms, including e-commerce sites, payment processing services, or online banking systems, allowing attackers to funnel funds to controlled destinations or make unauthorized purchases.

Execution: 

Using stolen credentials or exploited system vulnerabilities, attackers access a user’s online account and navigate to the payment settings. Here they can enter new payment details which might involve stolen credit card numbers or bank account information. They might use these new payment methods immediately for fraud or position them for future use, laying the groundwork for further financial deceit.

Examples:

Inserting a fraudulent payment method into a compromised e-commerce account to make unauthorized purchases that ship goods to a location controlled by the attacker.
Adding a new credit card to an online payment gateway and quickly draining the credit from the card through illegitimate transactions.
Infiltrating a mobile wallet application to add new credit cards under the user's profile, which are then used to transfer funds or make purchases.

Goals: The primary goals of adding unauthorized payment methods to accounts are to:

Perform financial theft directly by purchasing goods or services using the added payment methods.
Carry out money laundering by channeling funds through various added payment instruments, complicating the money trail.
Exploit and maximize the financial gain from stolen financial data before the victim detects the fraud and cancels or secures their payment methods.",,1/30/24,1/30/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Enforcing robust multi-factor authentication protocols for adding any new payment methods to an account.

Implementing real-time alerts to notify users via secure channels when new payment methods are linked to their accounts.

Applying machine learning algorithms to identify patterns that signify fraudulent behavior, such as adding multiple payment methods in a short time frame.

Conducting regular security audits of user accounts to ensure added payment methods align with verified user activity and are legitimate.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams should utilize monitoring systems that track and analyze account activities, particularly the addition of new payment methods. These systems can raise red flags when detecting actions that appear inconsistent with the user's typical behavior, such as the addition of multiple payment methods in quick succession. On confirmation of suspicious activity, rapid action is necessary, including disabling the new payment methods, reverifying the account holder's identity, and taking steps to secure the account against further fraudulent events. Post-breach assessments should be conducted to understand the failure points that led to the account manipulation, followed by measures to bolster account security and mitigate the risk of similar future incidents.",,TRUE,FT042,,,,,,,,
FT042.002,,Account Manipulation: Additional Linked Account,"In reference to Stripe accounts, the ""Account Manipulation: Additional Linked Account"" technique involves unauthorized actors linking other Stripe accounts to a compromised primary account. This manipulation could potentially allow attackers to transfer funds, access sensitive customer data, and perform activities on behalf of the compromised account without the account holder's knowledge.

Execution: 

A malicious actor with access to a Stripe account, through credential compromise or other methods, may exploit Stripe's capabilities to link multiple accounts. For instance, they may add an account to facilitate the transfer of funds in a platform-native manner. The attacker could also use linked accounts to disperse funds more discreetly or leverage the increased transactional capabilities often associated with aggregated Stripe accounts.

Examples:

After gaining access to a business's primary Stripe account, the attacker links a secondary account they control, allowing for fund redirection or consolidated payment processing across the accounts.
Using linked accounts as a means to obfuscate financial trails during other fraudulent activities, such as money laundering or unauthorized withdrawals.
The attacker connects to a series of accounts at different transaction levels, using the network of accounts to perform larger-scale fraudulent transactions that may be detected if attempted through a single account.

Goals: The goals behind linking additional unauthorized accounts typically include:

Expanding the fraudulent control over a network of accounts to facilitate large-scale financial theft.
Hiding and laundering the origins of ill-gotten gains by transferring funds between linked accounts.
Increasing the complexity and scope of fraudulent schemes by taking advantage of the varied functionalities and limits across multiple accounts.",,1/30/24,1/30/24,ft3,V.1,"Financial Evasion, Laundering & Cash-Out","Setting up system alerts within Stripe for newly linked account notifications, triggering a confirmation or additional verification process.

Enforcing the requirement of multi-factor authentication and secondary approval for linking new accounts, especially if they involve fund routing capabilities.

Regularly conducting reviews and audits of all linked accounts, tracking their activities against instances of fraud or other unauthorized transactions.

Offering guidance and security training to account users on handling account link requests and the importance of monitoring their account for unexpected changes.

Use by Fraud Detection and Analysis Teams: 

Fraud detection teams need to stay vigilant against unauthorized account linkages. This can be achieved by implementing analytics to monitor for anomalies that may indicate account takeovers, such as a sudden increase in linked accounts or uncharacteristic money flow patterns. If suspicious activity concerning account linkage is observed, immediate action should be taken to verify the legitimacy of the linked accounts and to potentially disable fraudulent connections. Post-incident actions would involve a thorough investigation to prevent similar occurrences and secure all affected accounts. Additionally, working with customers to educate them about monitoring their Stripe accounts for unauthorized changes can aid in early detection and deterrence of such fraud tactics.

",,TRUE,FT042,,,,,,,,
